,경기번호,팀명,경기날짜,결과,No.,이름,출전세트_1set,출전세트_2set,출전세트_3set,출전세트_4set,출전세트_5set,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실
10340,414,우리카드,2021-01-24,0,7,하현용 (C),O,O,O,,,6,10,5,0,1,50,11.63,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,1,55.56,64.29,0,0,0,0,0,0,6,0,0,0,10.17,0,0,0,0,0,0,3,1,0,0.33,3.37,1,0,1,0,1.49,6,1,1,1,0,0.33,12,0,0,1
10341,414,우리카드,2021-01-24,0,16,최석기 (C),O,O,O,,,1,4,1,0,0,25,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,25,28.57,0,0,0,0,0,0,8,0,0,0,13.56,1,1,0,0,0.33,2.22,0,0,0,0,0,0,0,0,0,0,16,0,9,7,0,0,32,1,0,0
10342,414,우리카드,2021-01-24,0,8,류윤식 (L),O,O,,,,0,2,0,1,0,0,2.33,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8.47,4,3,1,0,1.5,8.89,2,0,0,0,2.25,7,6,1,71.43,10.45,4,0,1,3,0,0,8,0,0,0
10343,414,우리카드,2021-01-24,0,5,이상욱 (Li),LI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2.22,0,0,0,0,0,3,1,0,33.33,4.48,0,0,0,0,0,0,0,0,0,0
10344,414,우리카드,2021-01-24,0,2,이호건 (S),16,7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10345,414,우리카드,2021-01-24,0,12,임승규 (L),,9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10346,414,우리카드,2021-01-24,0,18,장준호 (C),6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10347,414,우리카드,2021-01-24,0,4,장지원 (Li),LI,LI,LI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,2.67,22.22,4,2,0,0.67,4.49,20,9,1,40,29.85,0,0,0,0,0,0,0,0,0,0
10348,414,우리카드,2021-01-24,0,14,최현규 (L),7,16,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10349,414,우리카드,2021-01-24,0,6,하승우 (S),O,O,O,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,18.64,8,6,2,0,2,17.78,74,37,0,12.33,83.15,1,0,0,0,1.49,5,0,2,2,0,0,10,0,0,2
10350,414,한국전력,2021-01-24,1,15,러셀 (L),O,O,O,,,20,32,13,1,4,40.63,36.36,13,7,1,1,53.85,44.83,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,3,29.41,58.62,0,0,0,0,0,0,2,1,0,0,50,12.5,18,4,1,1.33,24.32,13,10,2,1,3.33,26,2,1,0,0.33,2.41,0,0,0,0,0,5,3,0,2,0,1,10,0,0,6
10351,414,한국전력,2021-01-24,1,3,박철우 (R),O,O,O,,,20,26,18,1,0,69.23,29.55,7,4,0,0,57.14,24.14,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,75,41.38,0,0,0,0,0,0,7,5,1,0,71.43,43.75,13,1,4,0.33,17.57,3,2,1,0,0.67,6,4,1,0,0.33,4.82,4,0,0,0,8.16,3,1,0,2,0,0.33,6,0,0,4
10352,414,한국전력,2021-01-24,1,7,이시몬 (L),O,O,O,,,8,12,5,0,0,41.67,13.64,4,1,0,0,25,13.79,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,57.14,43.75,11,1,0,0.33,14.86,11,9,2,0,3,22,5,2,0,0.67,6.02,24,14,1,54.17,48.98,9,2,2,5,0,0.67,18,1,0,0
10353,414,한국전력,2021-01-24,1,1,신영석 (C),O,O,O,,,6,8,4,0,1,50,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,50,61.54,0,0,0,0,0,0,13,1,0,0.33,17.57,1,1,0,0,0.33,2,2,1,0,0.33,2.41,0,0,0,0,0,14,1,2,9,0,0.33,28,2,0,1
10354,414,한국전력,2021-01-24,1,16,안요한 (C),O,O,O,,,4,7,3,0,0,42.86,7.95,2,1,0,0,50,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,40,38.46,0,0,0,0,0,0,8,0,1,0,10.81,2,2,0,0,0.67,4,2,1,0,0.33,2.41,5,1,0,20,10.2,13,1,11,1,0,0.33,26,3,0,1
10355,414,한국전력,2021-01-24,1,6,황동일 (S),O,O,O,,,2,3,1,0,0,33.33,3.41,3,1,0,0,33.33,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,14.86,6,5,1,0,1.67,12,63,33,0,11,75.9,0,0,0,0,0,6,1,4,1,0,0.33,12,1,0,1
10356,414,한국전력,2021-01-24,1,5,오재성 (Li),LI,LI,LI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,4.67,28,5,1,0,0.33,6.02,16,6,1,31.25,32.65,0,0,0,0,0,0,0,0,0,0
10357,414,한국전력,2021-01-24,1,14,임성진 (L),,,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10358,415,KB손해보험,2021-01-27,1,9,케이타 (R),O,O,O,O,,29,44,23,2,7,52.27,45.36,22,10,0,4,45.45,59.46,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1,2,66.67,85.71,0,0,0,0,0,0,10,5,1,1,50,38.46,15,4,4,1,16.48,8,4,4,0,1,18.6,1,0,0,0,1.04,0,0,0,0,0,5,2,0,2,0,0.5,10.42,2,0,11
10359,415,KB손해보험,2021-01-27,1,15,김정호 (L),O,O,O,O,,17,24,14,1,0,58.33,24.74,9,6,0,0,66.67,24.32,4,3,0,0,75,100,0,0,0,0,0,0,2,1,1,0,50,14.29,0,0,0,0,0,0,9,4,0,0,44.44,34.62,22,2,2,0.5,24.18,2,1,1,0,0.25,4.65,4,1,0,0.25,4.17,34,17,1,47.06,47.89,4,1,0,2,0,0.25,8.33,1,0,2
10360,415,KB손해보험,2021-01-27,1,19,김재휘 (C),O,O,O,O,,9,12,5,0,0,41.67,12.37,1,1,0,0,100,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,36.36,68.75,0,0,0,0,0,0,10,0,3,0,10.99,0,0,0,0,0,0,3,1,0,0.25,3.13,0,0,0,0,0,16,4,3,7,1,1,33.33,1,0,4
10361,415,KB손해보험,2021-01-27,1,1,정동근 (L),O,O,O,O,,6,10,5,2,2,50,10.31,4,3,0,1,75,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,33.33,23.08,10,0,1,0,10.99,10,7,2,1,1.75,23.26,5,2,0,0.5,5.21,19,10,0,52.63,26.76,12,1,3,5,0,0.25,25,1,0,4
10362,415,KB손해보험,2021-01-27,1,7,박진우 (C),O,O,O,O,,3,5,2,0,0,40,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,40,31.25,0,0,0,0,0,0,6,0,0,0,6.59,3,2,1,0,0.5,6.98,1,0,0,0,1.04,0,0,0,0,0,8,1,2,0,1,0.25,16.67,3,0,1
10363,415,KB손해보험,2021-01-27,1,12,정수용 (R),,9,,,,1,2,1,1,0,50,2.06,1,0,1,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,3.85,1,0,1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10364,415,KB손해보험,2021-01-27,1,4,홍상혁 (L),19,,7,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.33,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10365,415,KB손해보험,2021-01-27,1,13,황두연 (L),7,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10366,415,KB손해보험,2021-01-27,1,2,황택의 (S),O,O,O,O,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0.25,12.09,7,5,2,0,1.25,16.28,78,40,0,10,81.25,1,0,1,0,1.41,2,0,0,2,0,0,4.17,0,0,3
10367,415,KB손해보험,2021-01-27,1,18,구도현 (C),,,,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.08,0,0,0
10368,415,KB손해보험,2021-01-27,1,17,김도훈 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,9.3,4,2,0,0.5,4.17,17,10,0,58.82,23.94,0,0,0,0,0,0,0,0,0,0
10369,415,KB손해보험,2021-01-27,1,6,김진수 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,1.25,16.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10370,415,KB손해보험,2021-01-27,1,16,여민수 (L),1,19,19,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,5.49,2,2,0,0,0.5,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10371,415,현대캐피탈,2021-01-27,0,14,다우디 (R),O,O,O,O,,23,33,21,5,2,63.64,36.67,12,8,2,0,66.67,50,0,0,0,0,0,0,0,0,0,0,0,0,17,10,2,2,58.82,80.95,0,0,0,0,0,0,4,3,1,0,75,12.12,15,1,3,0.25,17.44,8,7,1,0,1.75,15.38,2,0,1,0,2.13,0,0,0,0,0,6,1,0,4,1,0.25,12.5,1,0,7
10372,415,현대캐피탈,2021-01-27,0,7,허수봉 (L),O,O,O,15,,9,21,8,2,1,38.1,23.33,4,1,0,0,25,16.67,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,33.33,14.29,0,0,0,0,0,0,14,6,1,1,42.86,42.42,7,0,5,0,8.14,5,4,1,0,1,9.62,2,1,0,0.25,2.13,16,2,3,0,21.92,7,1,3,2,0,0.25,14.58,0,0,6
10373,415,현대캐피탈,2021-01-27,0,11,최민호 (C),O,O,O,O,,6,9,4,1,0,44.44,10,3,1,1,0,33.33,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,60,41.67,1,0,0,0,0,3.03,13,0,1,0,15.12,2,1,1,0,0.25,3.85,1,0,0,0,1.06,1,0,0,0,1.37,12,2,4,4,0,0.5,25,1,0,1
10374,415,현대캐피탈,2021-01-27,0,1,차영석 (C),O,O,O,O,,5,7,4,1,0,57.14,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,57.14,58.33,0,0,0,0,0,0,14,0,1,0,16.28,4,4,0,0,1,7.69,0,0,0,0,0,1,0,0,0,1.37,11,1,3,5,0,0.25,22.92,0,0,1
10375,415,현대캐피탈,2021-01-27,0,6,김선호 (L),O,O,O,O,,4,8,4,0,3,50,8.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.76,0,0,0,0,0,0,7,4,0,2,57.14,21.21,12,0,1,0,13.95,10,7,3,0,1.75,19.23,2,0,0,0,2.13,23,11,4,30.43,31.51,3,0,0,3,0,0,6.25,0,0,4
10376,415,현대캐피탈,2021-01-27,0,15,문성민 (L),,,7,O,,2,4,2,0,1,50,4.44,2,2,0,0,100,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6.06,3,0,1,0,3.49,2,2,0,0,1,3.85,1,0,0,0,1.06,8,3,1,25,10.96,2,0,1,1,0,0,4.17,0,0,2
10377,415,현대캐피탈,2021-01-27,0,18,김명관 (S),O,O,O,O,,2,3,1,0,0,33.33,3.33,3,1,0,0,33.33,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10.47,5,3,2,0,0.75,9.62,79,42,0,10.5,84.04,0,0,0,0,0,5,1,3,1,0,0.25,10.42,1,0,0
10378,415,현대캐피탈,2021-01-27,0,8,송준호 (L),,7,,,,2,2,2,0,0,100,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,100,6.06,2,0,1,0,2.33,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100,2.74,0,0,0,0,0,0,0,0,0,1
10379,415,현대캐피탈,2021-01-27,0,20,함형진 (L),7,,,6,,1,3,1,0,0,33.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,33.33,9.09,2,0,0,0,2.33,1,1,0,0,0.5,1.92,1,0,0,0,1.06,6,3,0,50,8.22,2,0,0,2,0,0,4.17,0,0,0
10380,415,현대캐피탈,2021-01-27,0,3,이시우 (L),11,,11,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0.33,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10381,415,현대캐피탈,2021-01-27,0,12,박경민 (Li),LI,LI,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,0,2.5,26.92,6,1,0,0.25,6.38,16,4,1,18.75,21.92,0,0,0,0,0,0,0,0,0,0
10382,415,현대캐피탈,2021-01-27,0,10,박준혁 (C),6,,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10383,415,현대캐피탈,2021-01-27,0,5,여오현 (Li),,,,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10384,415,현대캐피탈,2021-01-27,0,2,최은석 (L),,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5.81,1,1,0,0,1,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10385,416,한국전력,2021-01-28,0,15,러셀 (L),O,O,O,O,O,35,51,29,4,3,56.86,45.13,28,18,2,1,64.29,57.14,2,1,0,0,50,66.67,0,0,0,0,0,0,20,9,2,2,45,68.97,0,0,0,0,0,0,1,1,0,0,100,9.09,23,4,8,0.8,20.91,12,8,4,0,1.6,20.34,4,0,0,0,3.42,2,0,0,0,2.17,7,2,1,4,0,0.4,10.61,1,0,11
10386,416,한국전력,2021-01-28,0,1,신영석 (C),O,O,O,O,O,18,14,13,0,0,92.86,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,92.86,66.67,0,0,0,0,0,0,16,1,2,0.2,14.55,3,2,1,0,0.4,5.08,4,0,0,0,3.42,5,3,0,60,5.43,18,4,2,10,0,0.8,27.27,3,0,2
10387,416,한국전력,2021-01-28,0,3,박철우 (R),O,O,O,O,O,15,28,13,4,0,46.43,24.78,12,6,3,0,50,24.49,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,22.22,31.03,0,0,0,0,0,0,7,5,0,0,71.43,63.64,14,0,3,0,12.73,7,4,3,0,0.8,11.86,5,0,0,0,4.27,3,1,0,33.33,3.26,9,2,3,4,0,0.4,13.64,0,0,3
10388,416,한국전력,2021-01-28,0,7,이시몬 (L),O,O,O,O,O,7,9,5,0,1,55.56,7.96,5,3,0,1,60,10.2,1,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,66.67,27.27,15,0,2,0,13.64,12,9,3,0,1.8,20.34,5,3,0,0.6,4.27,32,16,2,43.75,34.78,10,2,4,4,0,0.4,15.15,1,0,3
10389,416,한국전력,2021-01-28,0,16,안요한 (C),O,O,O,O,O,5,5,3,1,0,60,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,60,23.81,0,0,0,0,0,0,17,1,2,0.2,15.45,3,2,1,0,0.4,5.08,2,2,0,0.4,1.71,11,3,1,18.18,11.96,10,1,2,4,1,0.2,15.15,2,0,3
10390,416,한국전력,2021-01-28,0,11,조근호 (C),,16,,16,16,3,2,2,0,0,100,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,100,9.52,0,0,0,0,0,0,2,0,0,0,1.82,0,0,0,0,0,0,1,1,0,0.33,0.85,0,0,0,0,0,1,1,0,0,0,0.33,1.52,0,0,0
10391,416,한국전력,2021-01-28,0,6,황동일 (S),O,O,9,O,O,2,3,2,0,1,66.67,2.65,3,2,0,1,66.67,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,10.91,8,5,3,0,1,13.56,70,43,1,8.6,59.83,1,0,1,0,1.09,6,0,4,2,0,0,9.09,1,0,4
10392,416,한국전력,2021-01-28,0,9,김광국 (S),,6,O,6,6,0,1,0,0,0,0,0.88,1,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,7.27,2,1,1,0,0.25,3.39,20,12,0,3,17.09,0,0,0,0,0,4,0,1,2,0,0,6.06,0,0,1
10393,416,한국전력,2021-01-28,0,13,공재학 (L),3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10394,416,한국전력,2021-01-28,0,8,김강녕 (Li),,,LI,LI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10395,416,한국전력,2021-01-28,0,19,박태환 (C),,,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.52,0,0,0
10396,416,한국전력,2021-01-28,0,5,오재성 (Li),LI,LI,LI,LI,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,0,1.8,18.64,6,4,0,0.8,5.13,38,21,1,52.63,41.3,0,0,0,0,0,0,0,0,0,0
10397,416,한국전력,2021-01-28,0,14,임성진 (L),,,16,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10398,416,우리카드,2021-01-28,1,9,알렉스 (L),O,O,O,O,O,40,60,38,7,2,63.33,50,24,16,2,0,66.67,58.54,1,1,0,0,100,33.33,0,0,0,0,0,0,23,17,3,0,73.91,82.14,0,0,0,0,0,0,12,4,2,2,33.33,42.86,18,1,6,0.2,16.07,13,11,2,0,2.2,26,1,0,0,0,0.85,4,2,0,50,4.44,11,1,2,7,0,0.2,17.19,3,0,8
10399,416,우리카드,2021-01-28,1,10,나경복 (R),O,O,O,O,O,14,26,13,2,1,50,21.67,9,5,1,0,55.56,21.95,1,0,0,0,0,33.33,0,0,0,0,0,0,5,2,1,0,40,17.86,0,0,0,0,0,0,11,6,0,1,54.55,39.29,23,1,5,0.2,20.54,6,4,2,0,0.8,12,2,1,0,0.2,1.71,24,10,3,29.17,26.67,10,0,4,3,0,0,15.63,2,0,6
10400,416,우리카드,2021-01-28,1,7,하현용 (C),O,O,O,O,O,10,12,7,2,0,58.33,10,0,0,0,0,0,0,1,1,0,0,100,33.33,0,0,0,0,0,0,0,0,0,0,0,0,11,6,2,0,54.55,55,0,0,0,0,0,0,13,0,0,0,11.61,5,3,2,0,0.6,10,1,1,0,0.2,0.85,0,0,0,0,0,16,3,4,8,0,0.6,25,1,0,0
10401,416,우리카드,2021-01-28,1,16,최석기 (C),O,O,O,O,,8,8,5,1,0,62.5,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,62.5,40,0,0,0,0,0,0,8,0,2,0,7.14,2,1,1,0,0.25,4,1,0,0,0,0.85,0,0,0,0,0,10,3,3,2,0,0.75,15.63,1,0,2
10402,416,우리카드,2021-01-28,1,8,류윤식 (L),O,O,O,O,O,7,11,6,0,0,54.55,9.17,6,4,0,0,66.67,14.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,40,17.86,15,0,1,0,13.39,8,7,1,0,1.4,16,4,1,0,0.2,3.42,27,11,2,33.33,30,11,1,3,6,0,0.2,17.19,1,0,1
10403,416,우리카드,2021-01-28,1,14,최현규 (L),16,7,7,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0.6,8.93,2,1,1,0,0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10404,416,우리카드,2021-01-28,1,6,하승우 (S),O,O,O,O,O,2,2,1,0,1,50,1.67,2,1,0,1,50,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,13.39,2,1,1,0,0.2,4,104,61,1,12.2,88.89,0,0,0,0,0,3,1,0,1,0,0.2,4.69,0,0,5
10405,416,우리카드,2021-01-28,1,18,장준호 (C),,16,,16,O,1,1,1,0,0,100,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,5,0,0,0,0,0,0,2,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,4.69,0,0,0
